order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD128714,2025-05-13T11:00:00,Bangalore,R0570,Italian,1559,41,0
ORD199774,2025-05-13T11:15:00,Chennai,R0746,Desserts,1147,22,0
ORD146023,2025-05-13T11:28:00,Chennai,R0086,Continental,729,80,0
ORD153477,2025-05-13T11:28:00,Delhi,R0486,North Indian,546,87,0
ORD113949,2025-05-13T11:46:00,Bangalore,R0032,Fast Food,1063,18,0
ORD129597,2025-05-13T11:46:00,Mumbai,R0180,North Indian,1520,53,0
ORD159461,2025-05-13T12:05:00,Chennai,R0050,Biryani,1223,53,0
ORD194270,2025-05-13T12:05:00,Hyderabad,R0007,Biryani,262,48,0
ORD124684,2025-05-13T12:12:00,Mumbai,R0634,Fast Food,819,21,0
ORD100078,2025-05-13T12:12:00,Hyderabad,R0015,Fast Food,529,75,0
ORD185051,2025-05-13T12:52:00,Delhi,R0567,Chinese,617,43,0
ORD183195,2025-05-13T13:09:00,Kolkata,R0378,Continental,1422,62,0
ORD164907,2025-05-13T14:45:00,Mumbai,R0772,Italian,1331,36,0
ORD196943,2025-05-13T14:45:00,Chennai,R0733,Fast Food,816,11,0
ORD109464,2025-05-13T14:45:00,Delhi,R0413,North Indian,367,53,0
ORD187924,2025-05-13T15:02:00,Chennai,R0771,Continental,525,47,0
ORD186775,2025-05-13T15:02:00,Delhi,R0496,Fast Food,896,21,0
ORD153230,2025-05-13T15:08:00,Delhi,R0636,Italian,163,22,0
ORD139696,2025-05-13T15:14:00,Bangalore,R0037,Fast Food,147,69,1
ORD127426,2025-05-13T15:14:00,Delhi,R0283,Fast Food,225,53,0
ORD171036,2025-05-13T15:56:00,Chennai,R0206,Desserts,714,67,1
ORD112659,2025-05-13T15:56:00,Kolkata,R0428,Continental,818,22,0
ORD191860,2025-05-13T17:03:00,Delhi,R0389,North Indian,1526,22,0
ORD103080,2025-05-13T17:10:00,Mumbai,R0064,Chinese,613,18,0
ORD196865,2025-05-13T17:28:00,Delhi,R0010,Chinese,190,45,0
ORD104076,2025-05-13T17:42:00,Chennai,R0634,Chinese,1346,23,0
ORD191555,2025-05-13T18:00:00,Mumbai,R0299,Italian,648,85,1
ORD115869,2025-05-13T18:02:00,Delhi,R0347,North Indian,379,24,0
ORD127143,2025-05-13T18:23:00,Kolkata,R0178,Desserts,230,47,1
ORD184291,2025-05-13T18:23:00,Bangalore,R0404,Continental,1512,66,0
ORD109350,2025-05-13T18:40:00,Pune,R0343,South Indian,1473,61,0
ORD108784,2025-05-13T18:40:00,Mumbai,R0180,Beverages,1498,48,0
ORD133218,2025-05-13T18:40:00,Hyderabad,R0306,North Indian,1122,71,0
ORD159323,2025-05-13T18:42:00,Delhi,R0066,Fast Food,245,75,0
ORD115591,2025-05-13T18:42:00,Delhi,R0532,Chinese,1225,17,0
ORD155301,2025-05-13T18:42:00,Delhi,R0732,North Indian,885,43,0
ORD146860,2025-05-13T18:56:00,Chennai,R0462,Fast Food,1157,67,0
ORD152822,2025-05-13T18:56:00,Hyderabad,R0054,Chinese,960,75,0
ORD101385,2025-05-13T19:04:00,Chennai,R0303,South Indian,760,15,1
ORD178323,2025-05-13T19:21:00,Chennai,R0779,North Indian,353,27,0
ORD139349,2025-05-13T19:21:00,Bangalore,R0584,Fast Food,176,45,0
ORD195134,2025-05-13T19:50:00,Mumbai,R0583,Fast Food,1362,59,0
ORD150822,2025-05-13T19:50:00,Mumbai,R0583,Continental,1577,82,0
ORD197914,2025-05-13T19:56:00,Hyderabad,R0342,Continental,1559,25,0
ORD193433,2025-05-13T20:00:00,Chennai,R0398,Fast Food,1528,70,0
ORD139817,2025-05-13T20:00:00,Bangalore,R0446,North Indian,1540,49,0
ORD156167,2025-05-13T20:07:00,Delhi,R0085,Chinese,240,66,1
ORD199376,2025-05-13T20:24:00,Chennai,R0497,Biryani,1091,90,1
ORD177291,2025-05-13T20:24:00,Kolkata,R0771,Italian,1544,84,0
ORD162710,2025-05-13T20:32:00,Mumbai,R0430,Desserts,1152,38,0
ORD180583,2025-05-13T20:32:00,Delhi,R0595,North Indian,1074,36,0
ORD177769,2025-05-13T20:32:00,Delhi,R0055,Biryani,510,78,0
ORD105488,2025-05-13T21:12:00,Pune,R0065,Chinese,324,78,0
ORD164400,2025-05-13T21:12:00,Chennai,R0458,Chinese,929,42,0
ORD104131,2025-05-13T21:15:00,Kolkata,R0506,Continental,1099,64,0
ORD165535,2025-05-13T21:15:00,Delhi,R0444,North Indian,1572,76,1
ORD141894,2025-05-13T21:19:00,Chennai,R0096,Biryani,596,34,0
ORD146071,2025-05-13T21:19:00,Delhi,R0467,North Indian,173,20,0
ORD104068,2025-05-13T21:32:00,Hyderabad,R0634,South Indian,1209,86,0
ORD133525,2025-05-13T21:36:00,Pune,R0658,Italian,242,86,0
ORD162075,2025-05-13T21:37:00,Chennai,R0436,South Indian,813,33,0
ORD150299,2025-05-13T21:37:00,Mumbai,R0166,Beverages,1202,79,0
ORD170650,2025-05-13T21:37:00,Hyderabad,R0332,South Indian,1537,33,0
ORD112845,2025-05-13T22:12:00,Delhi,R0686,South Indian,779,38,0
ORD155404,2025-05-13T22:12:00,Delhi,R0298,Chinese,987,87,1
ORD198888,2025-05-13T22:22:00,Mumbai,R0121,North Indian,885,24,0
ORD181295,2025-05-13T22:32:00,Pune,R0516,Continental,158,21,0
ORD146013,2025-05-13T22:32:00,Delhi,R0148,Italian,1070,74,1
ORD164265,2025-05-13T22:45:00,Bangalore,R0686,Fast Food,974,37,0
ORD103581,2025-05-13T22:49:00,Chennai,R0111,Fast Food,1255,11,1
ORD149803,2025-05-13T22:59:00,Chennai,R0605,Chinese,522,39,0
ORD105068,2025-05-13T22:59:00,Delhi,R0658,North Indian,1012,67,0
ORD163890,2025-05-13T22:59:00,Hyderabad,R0628,Fast Food,721,88,0
ORD111380,2025-05-13T23:07:00,Pune,R0391,Fast Food,1121,85,0
ORD192222,2025-05-13T23:07:00,Delhi,R0023,Biryani,824,84,0
ORD133050,2025-05-13T23:07:00,Mumbai,R0746,North Indian,950,75,1
ORD171268,2025-05-13T23:37:00,Delhi,R0483,Continental,653,43,0
ORD112065,2025-05-13T23:37:00,Bangalore,R0578,Fast Food,709,76,0
ORD183355,2025-05-13T23:52:00,Mumbai,R0193,South Indian,884,47,0
ORD132163,2025-05-13T23:52:00,Mumbai,R0100,Chinese,1267,65,0
ORD112321,2025-05-13T23:52:00,Kolkata,R0366,Fast Food,289,49,0
ORD194509,2025-05-14T00:13:00,Mumbai,R0232,Fast Food,618,81,0
ORD149787,2025-05-14T00:13:00,Delhi,R0492,North Indian,1129,76,1
ORD144221,2025-05-14T00:21:00,Chennai,R0201,South Indian,696,50,0
ORD131637,2025-05-14T00:23:00,Hyderabad,R0524,North Indian,277,60,0
ORD187952,2025-05-14T00:49:00,Mumbai,R0461,Continental,737,13,1
ORD161509,2025-05-14T00:57:00,Kolkata,R0396,Italian,521,82,0
ORD188204,2025-05-14T01:05:00,Mumbai,R0538,Biryani,156,59,0
ORD142319,2025-05-14T01:05:00,Hyderabad,R0462,Italian,1500,22,0
ORD140607,2025-05-14T01:34:00,Delhi,R0212,Desserts,734,85,0
ORD172433,2025-05-14T01:53:00,Delhi,R0170,North Indian,1090,75,0
ORD159139,2025-05-14T01:53:00,Delhi,R0545,Biryani,104,49,0
ORD128384,2025-05-14T02:01:00,Bangalore,R0303,Fast Food,897,56,0
ORD180441,2025-05-14T02:01:00,Hyderabad,R0457,Desserts,358,28,1
ORD153819,2025-05-14T02:17:00,Delhi,R0495,Fast Food,285,37,0
ORD112445,2025-05-14T02:17:00,Bangalore,R0544,Italian,118,70,1
ORD101349,2025-05-14T02:37:00,Hyderabad,R0411,Continental,1063,32,0
ORD194672,2025-05-14T02:37:00,Delhi,R0709,Italian,534,84,0
ORD177781,2025-05-14T02:49:00,Bangalore,R0585,Desserts,1524,72,1
ORD103700,2025-05-14T02:49:00,Kolkata,R0639,Biryani,1199,40,1
ORD166361,2025-05-14T03:56:00,Delhi,R0181,Beverages,412,40,0
ORD158252,2025-05-14T04:18:00,Chennai,R0160,Biryani,1382,48,0
ORD109057,2025-05-14T04:18:00,Pune,R0141,Italian,1360,86,0
ORD165807,2025-05-14T04:56:00,Hyderabad,R0507,Biryani,669,64,0
ORD123754,2025-05-14T05:06:00,Hyderabad,R0686,Continental,1349,33,1
ORD160709,2025-05-14T05:17:00,Pune,R0204,Fast Food,1516,11,0
ORD196792,2025-05-14T05:41:00,Bangalore,R0764,Chinese,565,39,0
ORD174062,2025-05-14T05:44:00,Chennai,R0488,Chinese,157,68,0
ORD150879,2025-05-14T05:50:00,Chennai,R0667,Desserts,1005,38,0
ORD170210,2025-05-14T06:19:00,Delhi,R0772,Biryani,1504,33,0
ORD196129,2025-05-14T06:52:00,Delhi,R0030,North Indian,427,71,0
ORD182104,2025-05-14T06:54:00,Delhi,R0370,Continental,696,15,0
ORD176763,2025-05-14T06:54:00,Delhi,R0266,South Indian,642,10,0
ORD115423,2025-05-14T06:54:00,Bangalore,R0439,North Indian,254,66,0
ORD167729,2025-05-14T07:02:00,Chennai,R0599,North Indian,1488,51,0
ORD185867,2025-05-14T07:10:00,Kolkata,R0656,Biryani,148,29,0
ORD122795,2025-05-14T07:10:00,Bangalore,R0185,Fast Food,101,47,1
ORD197071,2025-05-14T07:10:00,Bangalore,R0542,Italian,791,83,1
ORD185358,2025-05-14T07:11:00,Chennai,R0625,Chinese,1271,70,0
ORD184565,2025-05-14T07:34:00,Bangalore,R0729,South Indian,1094,47,0
ORD105218,2025-05-14T07:59:00,Kolkata,R0768,Desserts,1011,16,0
ORD138048,2025-05-14T07:59:00,Hyderabad,R0708,Italian,673,62,0
ORD178790,2025-05-14T08:48:00,Mumbai,R0766,North Indian,819,58,0
ORD143439,2025-05-14T08:58:00,Delhi,R0734,Italian,689,57,0
ORD155932,2025-05-14T08:58:00,Pune,R0686,Italian,203,68,0
ORD114375,2025-05-14T08:58:00,Delhi,R0085,Fast Food,446,56,0
ORD199662,2025-05-14T08:58:00,Pune,R0311,Chinese,1010,39,0
ORD191168,2025-05-14T08:58:00,Mumbai,R0740,Continental,1166,19,0
ORD189179,2025-05-14T08:58:00,Mumbai,R0694,Fast Food,1212,44,0
ORD163195,2025-05-14T09:14:00,Kolkata,R0263,South Indian,220,81,0
ORD163733,2025-05-14T09:14:00,Chennai,R0245,Fast Food,1386,78,0
ORD132642,2025-05-14T09:38:00,Delhi,R0250,Chinese,1167,65,0
ORD100746,2025-05-14T09:46:00,Mumbai,R0212,Continental,278,19,0
ORD150764,2025-05-14T09:46:00,Hyderabad,R0215,Continental,1552,27,0
ORD123151,2025-05-14T09:46:00,Chennai,R0606,Chinese,1505,51,0
ORD197984,2025-05-14T09:46:00,Chennai,R0629,Biryani,339,66,0
ORD105750,2025-05-14T09:47:00,Chennai,R0391,Biryani,341,53,0
ORD139620,2025-05-14T10:47:00,Hyderabad,R0725,Continental,1371,12,0
ORD123943,2025-05-14T10:47:00,Mumbai,R0255,Fast Food,510,85,0
ORD129284,2025-05-14T10:47:00,Chennai,R0504,North Indian,1188,71,0
ORD144573,2025-05-14T11:11:00,Mumbai,R0536,South Indian,663,31,0
ORD176489,2025-05-14T11:11:00,Delhi,R0309,North Indian,1514,28,0
ORD164664,2025-05-14T11:24:00,Pune,R0629,North Indian,932,85,0
ORD129980,2025-05-14T11:25:00,Delhi,R0731,Beverages,670,82,0
ORD158283,2025-05-14T11:25:00,Pune,R0095,Fast Food,122,33,0
ORD115216,2025-05-14T11:32:00,Delhi,R0741,North Indian,1005,30,0
ORD113308,2025-05-14T11:32:00,Mumbai,R0585,Fast Food,584,54,0
ORD121552,2025-05-14T11:32:00,Kolkata,R0131,Italian,1572,84,1
ORD118245,2025-05-14T11:59:00,Bangalore,R0481,Fast Food,803,72,0
ORD117301,2025-05-14T12:09:00,Delhi,R0190,Chinese,266,27,0
ORD179325,2025-05-14T12:16:00,Chennai,R0481,Biryani,140,37,0
ORD173763,2025-05-14T12:32:00,Mumbai,R0059,Biryani,1434,48,1
ORD183775,2025-05-14T12:32:00,Kolkata,R0206,Fast Food,907,39,1
ORD199764,2025-05-14T12:32:00,Kolkata,R0338,Chinese,869,57,0
ORD165030,2025-05-14T12:32:00,Hyderabad,R0190,Biryani,1272,73,0
ORD148060,2025-05-14T13:06:00,Bangalore,R0587,Chinese,727,18,0
ORD156357,2025-05-14T13:07:00,Mumbai,R0164,Italian,1584,29,0
ORD102691,2025-05-14T13:23:00,Pune,R0361,Chinese,315,51,0
ORD168835,2025-05-14T13:29:00,Bangalore,R0597,Biryani,574,11,0
ORD148272,2025-05-14T13:48:00,Mumbai,R0329,Fast Food,336,67,0
ORD171235,2025-05-14T13:48:00,Bangalore,R0357,Biryani,1493,84,0
ORD190158,2025-05-14T13:48:00,Pune,R0629,Biryani,691,21,0
ORD154869,2025-05-14T13:58:00,Chennai,R0019,South Indian,806,39,0
ORD162083,2025-05-14T14:20:00,Delhi,R0656,Italian,177,85,0
ORD104395,2025-05-14T14:51:00,Mumbai,R0168,Fast Food,874,36,0
ORD136556,2025-05-14T15:24:00,Hyderabad,R0153,Continental,1124,45,0
ORD157185,2025-05-14T15:24:00,Hyderabad,R0772,Chinese,825,14,0
ORD196937,2025-05-14T15:35:00,Mumbai,R0408,Chinese,197,30,0
ORD155345,2025-05-14T15:56:00,Delhi,R0775,Fast Food,1044,49,0
ORD108773,2025-05-14T16:11:00,Chennai,R0483,Chinese,495,87,0
ORD108542,2025-05-14T16:11:00,Chennai,R0273,Chinese,359,16,0
ORD111435,2025-05-14T16:11:00,Mumbai,R0085,Chinese,638,55,1
ORD134442,2025-05-14T16:25:00,Hyderabad,R0505,Italian,1493,81,0
ORD146876,2025-05-14T16:25:00,Mumbai,R0229,South Indian,1044,43,1
ORD162210,2025-05-14T16:27:00,Delhi,R0075,North Indian,1331,40,0
ORD152602,2025-05-14T16:27:00,Pune,R0242,Biryani,982,50,0
ORD166468,2025-05-14T16:27:00,Pune,R0175,North Indian,195,57,0
ORD131880,2025-05-14T16:27:00,Hyderabad,R0353,Italian,124,68,1
ORD118025,2025-05-14T16:35:00,Delhi,R0340,Fast Food,1465,41,0
ORD115861,2025-05-14T16:59:00,Chennai,R0779,Italian,927,38,0
ORD103160,2025-05-14T17:05:00,Bangalore,R0125,Continental,1478,44,0
ORD193644,2025-05-14T17:13:00,Chennai,R0482,Biryani,297,45,0
ORD111321,2025-05-14T17:57:00,Pune,R0750,Continental,343,50,1
ORD197957,2025-05-14T17:57:00,Kolkata,R0551,North Indian,463,26,0
ORD124483,2025-05-14T18:17:00,Delhi,R0143,Italian,1419,25,1
ORD125757,2025-05-14T18:17:00,Delhi,R0690,Fast Food,838,21,0
ORD195241,2025-05-14T19:06:00,Chennai,R0105,Desserts,1471,62,0
ORD182229,2025-05-14T19:09:00,Delhi,R0624,Italian,474,55,0
ORD148931,2025-05-14T19:09:00,Pune,R0339,Fast Food,107,81,1
ORD173055,2025-05-14T19:11:00,Hyderabad,R0746,Fast Food,951,43,0
ORD134472,2025-05-14T19:11:00,Hyderabad,R0170,North Indian,1235,85,0
ORD162636,2025-05-14T19:16:00,Hyderabad,R0267,Fast Food,794,12,0
ORD108758,2025-05-14T19:33:00,Mumbai,R0681,Fast Food,614,25,0
ORD124315,2025-05-14T19:51:00,Mumbai,R0076,Desserts,242,90,0
ORD176299,2025-05-14T19:51:00,Delhi,R0143,Fast Food,1471,71,0
ORD154166,2025-05-14T20:41:00,Chennai,R0774,Italian,422,12,0
ORD115184,2025-05-14T20:41:00,Mumbai,R0136,Fast Food,525,84,0
ORD173356,2025-05-14T20:47:00,Delhi,R0429,Fast Food,568,88,0
ORD192960,2025-05-14T20:53:00,Chennai,R0734,Biryani,499,45,0
ORD130441,2025-05-14T20:54:00,Bangalore,R0659,South Indian,1390,39,0
ORD126535,2025-05-14T21:44:00,Chennai,R0760,North Indian,900,55,0
ORD119318,2025-05-14T21:44:00,Hyderabad,R0548,Italian,1026,53,0
ORD139366,2025-05-14T21:44:00,Mumbai,R0417,Chinese,845,73,0
ORD185874,2025-05-14T21:44:00,Mumbai,R0588,Fast Food,1306,46,0
ORD186008,2025-05-14T22:44:00,Delhi,R0682,Chinese,1063,27,1
ORD101467,2025-05-14T22:44:00,Hyderabad,R0216,Fast Food,1584,18,1
ORD148740,2025-05-14T22:44:00,Delhi,R0680,North Indian,749,36,0
ORD107863,2025-05-14T23:03:00,Delhi,R0193,Biryani,336,13,1
ORD166872,2025-05-14T23:03:00,Kolkata,R0520,South Indian,181,83,0
ORD101594,2025-05-14T23:03:00,Delhi,R0126,South Indian,286,42,0
ORD114778,2025-05-14T23:06:00,Delhi,R0062,Fast Food,1165,51,0
ORD168755,2025-05-14T23:13:00,Delhi,R0473,Biryani,128,63,1
ORD134850,2025-05-14T23:47:00,Delhi,R0431,South Indian,1239,88,1
ORD176752,2025-05-14T23:47:00,Bangalore,R0047,South Indian,1502,17,0
ORD169536,2025-05-14T23:52:00,Pune,R0033,Italian,1542,89,1
ORD101160,2025-05-14T23:57:00,Bangalore,R0745,South Indian,1561,44,0
ORD139759,2025-05-15T00:50:00,Delhi,R0160,Italian,1003,13,0
ORD117964,2025-05-15T00:50:00,Bangalore,R0615,Fast Food,274,66,0
ORD141881,2025-05-15T00:56:00,Hyderabad,R0242,Continental,678,55,0
ORD183064,2025-05-15T01:04:00,Pune,R0129,Biryani,1534,42,0
ORD162965,2025-05-15T01:04:00,Delhi,R0612,Fast Food,1031,16,0
ORD127991,2025-05-15T01:56:00,Chennai,R0714,North Indian,1225,24,0
ORD124728,2025-05-15T01:56:00,Kolkata,R0166,Italian,452,19,0
ORD162227,2025-05-15T01:56:00,Hyderabad,R0602,Biryani,203,84,0
ORD162688,2025-05-15T02:31:00,Mumbai,R0358,Fast Food,503,42,0
ORD184745,2025-05-15T02:55:00,Pune,R0643,North Indian,583,61,1
ORD128065,2025-05-15T03:21:00,Pune,R0362,Continental,242,52,0
ORD112982,2025-05-15T03:31:00,Hyderabad,R0637,North Indian,1339,17,0
ORD183512,2025-05-15T03:31:00,Delhi,R0146,North Indian,909,74,0
ORD150837,2025-05-15T03:31:00,Bangalore,R0491,North Indian,1482,78,0
ORD196680,2025-05-15T03:53:00,Hyderabad,R0690,Fast Food,1251,45,0
ORD170962,2025-05-15T03:53:00,Chennai,R0708,Fast Food,1201,15,0
ORD109295,2025-05-15T04:08:00,Pune,R0492,Fast Food,1239,11,1
ORD119151,2025-05-15T05:24:00,Delhi,R0152,Desserts,734,39,0
ORD116640,2025-05-15T05:45:00,Bangalore,R0506,South Indian,1413,58,0
ORD166829,2025-05-15T05:45:00,Kolkata,R0168,South Indian,125,49,0
ORD119058,2025-05-15T05:45:00,Chennai,R0146,Continental,329,14,0
ORD108912,2025-05-15T06:20:00,Delhi,R0776,South Indian,1376,44,0
ORD162611,2025-05-15T06:25:00,Delhi,R0619,Biryani,1188,76,0
ORD167290,2025-05-15T06:25:00,Delhi,R0301,North Indian,472,83,0
ORD194392,2025-05-15T07:00:00,Delhi,R0082,Desserts,1293,48,1
ORD174207,2025-05-15T07:00:00,Mumbai,R0102,Italian,819,28,0
ORD121591,2025-05-15T07:00:00,Pune,R0678,Continental,601,57,1
ORD132383,2025-05-15T07:14:00,Delhi,R0413,Biryani,1015,18,0
ORD154199,2025-05-15T07:14:00,Mumbai,R0485,Fast Food,273,62,0
ORD147411,2025-05-15T07:14:00,Hyderabad,R0532,Fast Food,1057,83,0
ORD196946,2025-05-15T07:22:00,Kolkata,R0677,Biryani,555,55,1
ORD134402,2025-05-15T07:22:00,Hyderabad,R0196,South Indian,811,43,0
ORD153266,2025-05-15T08:10:00,Pune,R0576,Fast Food,315,61,0
ORD107821,2025-05-15T08:10:00,Delhi,R0364,Continental,1269,82,0
ORD198346,2025-05-15T08:18:00,Delhi,R0372,Italian,1416,47,0
ORD105624,2025-05-15T08:27:00,Bangalore,R0415,Italian,1205,56,0
ORD190852,2025-05-15T08:27:00,Mumbai,R0433,Italian,157,58,0
ORD151724,2025-05-15T08:27:00,Delhi,R0615,Desserts,583,41,0
ORD103626,2025-05-15T08:27:00,Chennai,R0268,Continental,1360,36,0
ORD125245,2025-05-15T09:49:00,Kolkata,R0301,Continental,523,38,0
ORD187017,2025-05-15T10:59:00,Hyderabad,R0478,Fast Food,1302,26,0
ORD151219,2025-05-15T10:59:00,Chennai,R0270,Continental,1072,30,0
ORD158959,2025-05-15T10:59:00,Delhi,R0409,North Indian,878,14,0
ORD179486,2025-05-15T11:06:00,Chennai,R0712,Biryani,174,47,0
ORD129454,2025-05-15T11:06:00,Mumbai,R0523,North Indian,1171,24,0
ORD183610,2025-05-15T11:23:00,Chennai,R0350,Beverages,281,13,0
ORD162831,2025-05-15T11:29:00,Kolkata,R0164,North Indian,1323,50,0
ORD180595,2025-05-15T11:29:00,Pune,R0182,South Indian,1148,78,0
ORD183849,2025-05-15T11:29:00,Chennai,R0220,Fast Food,609,10,0
ORD153284,2025-05-15T12:23:00,Pune,R0800,Italian,1507,77,0
ORD120615,2025-05-15T12:31:00,Mumbai,R0500,Chinese,651,60,0
ORD189846,2025-05-15T12:48:00,Kolkata,R0142,Chinese,885,61,0
ORD178509,2025-05-15T13:07:00,Mumbai,R0358,Fast Food,648,33,0
ORD168322,2025-05-15T13:07:00,Mumbai,R0681,Fast Food,1418,25,0
ORD137699,2025-05-15T13:48:00,Bangalore,R0062,Fast Food,477,42,1
ORD183011,2025-05-15T14:15:00,Delhi,R0544,Continental,280,58,0
ORD109837,2025-05-15T14:15:00,Hyderabad,R0371,Chinese,758,83,0
ORD156720,2025-05-15T14:22:00,Pune,R0569,Italian,1107,13,1
ORD190639,2025-05-15T14:22:00,Pune,R0026,Continental,533,86,0
ORD104051,2025-05-15T14:22:00,Delhi,R0135,Fast Food,1284,32,0
ORD154698,2025-05-15T14:22:00,Chennai,R0030,North Indian,932,38,1
ORD108694,2025-05-15T14:48:00,Delhi,R0211,Biryani,194,46,0
ORD173621,2025-05-15T14:48:00,Delhi,R0682,Continental,375,78,0
ORD111120,2025-05-15T15:24:00,Delhi,R0411,Fast Food,634,54,0
ORD119079,2025-05-15T15:26:00,Mumbai,R0204,Italian,1202,19,1
ORD105236,2025-05-15T15:26:00,Kolkata,R0406,Fast Food,1050,58,0
ORD148433,2025-05-15T15:26:00,Delhi,R0160,North Indian,1106,57,0
ORD136357,2025-05-15T15:26:00,Mumbai,R0576,Desserts,923,40,0
ORD189906,2025-05-15T15:26:00,Delhi,R0459,North Indian,837,17,0
ORD136809,2025-05-15T15:36:00,Bangalore,R0281,Continental,749,76,0
ORD160883,2025-05-15T15:38:00,Kolkata,R0421,Continental,1055,71,0
ORD144758,2025-05-15T15:38:00,Bangalore,R0696,Continental,1272,22,0
ORD139779,2025-05-15T15:44:00,Chennai,R0761,North Indian,689,16,0
ORD170161,2025-05-15T15:44:00,Pune,R0246,Fast Food,625,23,0
ORD179337,2025-05-15T15:52:00,Chennai,R0556,Italian,476,72,0
ORD184809,2025-05-15T16:28:00,Hyderabad,R0633,Biryani,938,74,1
ORD140388,2025-05-15T16:28:00,Kolkata,R0282,Chinese,628,56,0
ORD198946,2025-05-15T17:32:00,Bangalore,R0645,Continental,1019,45,0
ORD167035,2025-05-15T17:32:00,Kolkata,R0354,Biryani,1561,44,1
ORD163935,2025-05-15T17:32:00,Chennai,R0719,Chinese,321,75,0
ORD150606,2025-05-15T17:34:00,Delhi,R0554,Fast Food,835,22,0
ORD185338,2025-05-15T17:50:00,Delhi,R0239,Desserts,1422,76,0
ORD173424,2025-05-15T17:50:00,Hyderabad,R0050,North Indian,477,56,0
ORD181544,2025-05-15T17:50:00,Delhi,R0325,Fast Food,1546,34,0
ORD178556,2025-05-15T18:01:00,Hyderabad,R0423,Desserts,1578,47,0
ORD182888,2025-05-15T18:01:00,Kolkata,R0272,South Indian,244,29,1
ORD192930,2025-05-15T18:25:00,Bangalore,R0276,Continental,1390,80,0
ORD161515,2025-05-15T18:25:00,Bangalore,R0747,South Indian,1018,26,0
ORD144181,2025-05-15T18:32:00,Pune,R0074,Italian,584,88,0
ORD111925,2025-05-15T18:59:00,Bangalore,R0723,Fast Food,823,53,0
ORD164182,2025-05-15T19:15:00,Mumbai,R0583,Biryani,383,60,0
ORD144880,2025-05-15T19:15:00,Mumbai,R0558,Italian,981,38,0
ORD199152,2025-05-15T19:15:00,Pune,R0405,Continental,563,57,0
ORD167763,2025-05-15T19:19:00,Hyderabad,R0786,Fast Food,1012,43,0
ORD181853,2025-05-15T19:19:00,Delhi,R0534,North Indian,660,10,0
ORD108248,2025-05-15T19:19:00,Hyderabad,R0329,Beverages,454,11,0
ORD132976,2025-05-15T19:19:00,Mumbai,R0054,Fast Food,898,45,1
ORD135155,2025-05-15T19:19:00,Delhi,R0590,Biryani,1329,79,1
ORD193632,2025-05-15T19:28:00,Hyderabad,R0657,North Indian,562,11,1
ORD137872,2025-05-15T19:30:00,Mumbai,R0114,Fast Food,1541,50,0
ORD177913,2025-05-15T19:30:00,Kolkata,R0601,Italian,1294,36,0
ORD167307,2025-05-15T19:30:00,Bangalore,R0631,Continental,290,54,0
ORD129863,2025-05-15T19:30:00,Kolkata,R0347,Fast Food,145,16,0
ORD141032,2025-05-15T20:10:00,Bangalore,R0148,Biryani,1054,76,0
ORD142488,2025-05-15T20:12:00,Mumbai,R0798,North Indian,511,31,0
ORD131380,2025-05-15T20:12:00,Delhi,R0343,South Indian,810,39,0
ORD174188,2025-05-15T20:25:00,Chennai,R0721,Italian,1392,19,0
ORD125069,2025-05-15T20:25:00,Chennai,R0717,North Indian,1134,15,0
ORD145680,2025-05-15T20:45:00,Mumbai,R0208,Fast Food,726,34,0
ORD140153,2025-05-15T20:45:00,Chennai,R0148,Italian,870,14,0
ORD125145,2025-05-15T20:53:00,Bangalore,R0223,North Indian,156,73,0
ORD143908,2025-05-15T20:53:00,Mumbai,R0024,Fast Food,986,24,0
ORD167852,2025-05-15T20:53:00,Bangalore,R0629,Chinese,596,40,0
ORD153941,2025-05-15T20:53:00,Delhi,R0739,Italian,341,11,0
ORD136506,2025-05-15T20:57:00,Mumbai,R0460,Italian,555,74,0
ORD134591,2025-05-15T20:57:00,Mumbai,R0673,North Indian,1498,85,0
ORD178349,2025-05-15T21:06:00,Kolkata,R0453,Italian,900,29,0
ORD155554,2025-05-15T22:01:00,Bangalore,R0499,Biryani,732,90,0
ORD194631,2025-05-15T22:07:00,Pune,R0306,Italian,1034,28,0
ORD180354,2025-05-15T22:19:00,Pune,R0362,North Indian,216,24,0
ORD118255,2025-05-15T22:19:00,Delhi,R0582,Continental,630,59,0
ORD138668,2025-05-15T22:55:00,Kolkata,R0136,Chinese,529,13,0
ORD124899,2025-05-15T23:18:00,Delhi,R0178,Biryani,1473,52,0
ORD147380,2025-05-15T23:18:00,Mumbai,R0526,South Indian,1058,81,0
ORD171142,2025-05-15T23:33:00,Kolkata,R0026,Chinese,1440,26,0
ORD186746,2025-05-15T23:41:00,Hyderabad,R0666,Biryani,726,79,1
ORD142092,2025-05-16T00:05:00,Mumbai,R0314,Chinese,497,70,0
ORD184908,2025-05-16T00:18:00,Pune,R0740,Chinese,1021,62,0
ORD182099,2025-05-16T00:58:00,Delhi,R0191,North Indian,1209,36,0
ORD176251,2025-05-16T00:58:00,Mumbai,R0364,Chinese,136,39,0
ORD168172,2025-05-16T01:55:00,Chennai,R0642,Italian,1328,37,0
ORD192223,2025-05-16T01:55:00,Delhi,R0773,Chinese,1213,88,0
ORD115363,2025-05-16T02:31:00,Delhi,R0015,Fast Food,451,27,0
